Type,Sub-Type,Detail
Bad Practice,Move file,"This file ""TestPipeline.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""TestPipelineTest.java"" should be located in ""com/google/cloud/dataflow/sdk/testing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/testing""."
Bad Practice,Move file,"This file ""TestUtils.java"" should be located in ""com/google/cloud/dataflow/sdk"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk""."
Bad Practice,Move file,"This file ""TextIO.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""TextIOShardedWriteFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TextIOShardedWriteFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TextIOTest.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""TextualIntegerCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""TextualIntegerCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/coders"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/coders""."
Bad Practice,Move file,"This file ""TfIdf.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TfIdfITCase.java"" should be located in ""org/apache/beam/runners/flink"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow""."
Bad Practice,Move file,"This file ""TfIdfTest.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/test/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TimeDomain.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TimeUtil.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TimeUtilTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TimerInternals.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TimerInternalsTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Timers.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TimestampedValue.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""Top.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""TopTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms""."
Bad Practice,Move file,"This file ""TopWikipediaSessions.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TopWikipediaSessionsITCase.java"" should be located in ""org/apache/beam/runners/flink/streaming"" directory, not in ""/Apache_Beam/runners/flink/src/test/java/com/dataartisans/flink/dataflow/streaming""."
Bad Practice,Move file,"This file ""TopWikipediaSessionsTest.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/test/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TrafficMaxLaneFlow.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TrafficRoutes.java"" should be located in ""com/google/cloud/dataflow/examples/complete"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/complete""."
Bad Practice,Move file,"This file ""TransformEvaluator.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformEvaluatorFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformEvaluatorRegistry.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformExecutor.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformExecutorService.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformExecutorServices.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformExecutorServicesTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformExecutorTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""TransformHierarchy.java"" should be located in ""com/google/cloud/dataflow/sdk/runners"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners""."
Bad Practice,Move file,"This file ""TransformTreeNode.java"" should be located in ""com/google/cloud/dataflow/sdk/runners"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners""."
Bad Practice,Move file,"This file ""TransformTreeTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners""."
Bad Practice,Move file,"This file ""Transport.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""Trigger.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""TriggerBuilder.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""TriggerContextFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TriggerExample.java"" should be located in ""com/google/cloud/dataflow/examples/cookbook"" directory, not in ""/Apache_Beam/examples/java/src/main/java/org/apache/beam/examples/cookbook""."
Bad Practice,Move file,"This file ""TriggerExampleTest.java"" should be located in ""com/google/cloud/dataflow/examples/cookbook"" directory, not in ""/Apache_Beam/examples/java/src/test/java/org/apache/beam/examples/cookbook""."
Bad Practice,Move file,"This file ""TriggerRunner.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TriggerTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/windowing"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/windowing""."
Bad Practice,Move file,"This file ""TriggerTester.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""TupleTag.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TupleTagList.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TupleTagTest.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TypeDescriptor.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TypeDescriptorTest.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TypedPValue.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""TypedPValueTest.java"" should be located in ""com/google/cloud/dataflow/sdk/values"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/values""."
Bad Practice,Move file,"This file ""UnboundedFlinkSource.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/io"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/io""."
Bad Practice,Move file,"This file ""UnboundedReadEvaluatorFactory.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""UnboundedReadEvaluatorFactoryTest.java"" should be located in ""com/google/cloud/dataflow/sdk/runners/inprocess"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/runners/inprocess""."
Bad Practice,Move file,"This file ""UnboundedSocketSource.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/io"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/io""."
Bad Practice,Move file,"This file ""UnboundedSource.java"" should be located in ""com/google/cloud/dataflow/sdk/io"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/io""."
Bad Practice,Move file,"This file ""UnboundedSourceWrapper.java"" should be located in ""org/apache/beam/runners/flink/translation/wrappers/streaming/io"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/wrappers/streaming/io""."
Bad Practice,Move file,"This file ""UnionCoder.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/join"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/transforms/join""."
Bad Practice,Move file,"This file ""UnionCoder.java"" should be located in ""org/apache/beam/runners/flink/translation/functions"" directory, not in ""/Apache_Beam/runners/flink/src/main/java/com/dataartisans/flink/dataflow/translation/functions""."
Bad Practice,Move file,"This file ""UnionCoderTest.java"" should be located in ""com/google/cloud/dataflow/sdk/transforms/join"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/transforms/join""."
Bad Practice,Move file,"This file ""UnownedInputStream.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""UnownedInputStreamTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""UnownedOutputStream.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""UnownedOutputStreamTest.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/test/java/org/apache/beam/sdk/util""."
Bad Practice,Move file,"This file ""UploadIdResponseInterceptor.java"" should be located in ""com/google/cloud/dataflow/sdk/util"" directory, not in ""/Apache_Beam/sdks/java/core/src/main/java/org/apache/beam/sdk/util""."
